policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported_bin,incident_month,incident_dayofweek,claim_to_premium_ratio
MI,400,1241.15,62,MALE,College,Doctor,hiking,Parked Car,Front,Total Loss,Fire,CA,7,1,0,4,Yes,14288.8,20338.2,0,9,2,11.512548845828464
PA,500,1444.87,47,MALE,High School,Doctor,yachting,Single Vehicle Collision,Rear,Major Damage,None,TX,2,4,4,0,Yes,18018.53,23191.42,0,4,2,12.47069286510205
MI,800,713.3,36,OTHER,Masters,Teacher,yachting,Parked Car,Rear,Minor Damage,Ambulance,OH,18,3,2,1,Yes,8032.13,16030.57,0,7,4,11.260521519697184
TX,600,626.48,60,OTHER,High School,Doctor,yachting,Single Vehicle Collision,Rear,Major Damage,Fire,OH,21,2,4,4,No,8450.29,9588.31,1,8,2,13.488523177116589
NY,1000,751.09,73,MALE,PhD,Teacher,paintball,Parked Car,Rear,Minor Damage,Fire,TX,5,2,1,4,Yes,9118.12,9865.8,0,9,1,12.139850084543797
GA,300,759.12,48,MALE,High School,Manager,hiking,Multi-vehicle Collision,Side,Major Damage,Ambulance,GA,6,1,1,5,Yes,1194.78,2050.82,0,6,5,1.5739013594688587
OH,200,1200.45,51,MALE,Masters,Lawyer,hiking,Parked Car,Rear,Major Damage,Ambulance,TX,19,4,0,3,No,1022.3,923.0,0,4,4,0.8515973176725394
GA,500,1339.73,44,FEMALE,High School,Teacher,movies,Single Vehicle Collision,Side,Total Loss,Police,GA,7,3,0,0,No,11765.99,16823.76,1,3,5,8.782359132063924
TX,700,1372.07,64,OTHER,High School,Engineer,movies,Single Vehicle Collision,Unknown,Minor Damage,None,NC,13,4,1,5,Yes,22274.15,19095.9,0,4,4,16.233974942969382
FL,1000,877.45,41,FEMALE,Masters,Lawyer,movies,Multi-vehicle Collision,Side,Total Loss,Ambulance,FL,17,3,2,4,Yes,12106.17,15083.84,0,1,2,13.796991281554504
NC,700,1453.87,20,MALE,PhD,Sales,chess,Single Vehicle Collision,Rear,Major Damage,Police,NY,16,4,0,2,Yes,20350.04,20280.6,1,3,5,13.997152427658596
OH,500,1201.79,40,FEMALE,PhD,Lawyer,yachting,Parked Car,Front,Minor Damage,Ambulance,GA,12,4,2,5,No,6380.47,11084.5,0,1,3,5.30913886785545
TX,500,827.12,21,OTHER,High School,Lawyer,reading,Single Vehicle Collision,Front,Total Loss,Police,PA,21,2,4,5,No,17817.81,19882.64,0,3,2,21.54198907050972
NY,800,1004.22,73,MALE,High School,Technician,hiking,Single Vehicle Collision,Unknown,Total Loss,Police,TX,0,2,3,0,No,16440.42,13933.13,1,2,4,16.371332974846148
PA,400,852.86,30,FEMALE,High School,Technician,hiking,Parked Car,Rear,Total Loss,Fire,NY,22,2,3,3,No,17282.68,19318.28,0,8,6,20.264381023849165
GA,800,731.41,65,FEMALE,Masters,Doctor,camping,Vehicle Theft,Unknown,Major Damage,Ambulance,OH,3,3,4,5,Yes,11639.4,20368.76,0,6,3,15.913646244924188
NC,600,1327.8,35,MALE,PhD,Clerk,movies,Multi-vehicle Collision,Side,Minor Damage,None,CA,11,3,0,2,Yes,20783.0,22868.68,0,8,4,15.652206657629161
IL,1000,1030.38,31,OTHER,High School,Lawyer,movies,Vehicle Theft,Unknown,Major Damage,Police,FL,16,2,0,3,Yes,10958.35,11612.89,0,2,1,10.635251072419884
NY,600,1238.29,34,OTHER,High School,Engineer,reading,Multi-vehicle Collision,Side,Minor Damage,Ambulance,PA,15,3,0,2,Yes,11321.93,15088.44,0,8,1,9.143197473935832
NC,300,1234.78,28,FEMALE,College,Manager,reading,Multi-vehicle Collision,Front,Minor Damage,None,IL,18,3,3,3,No,14567.65,19262.09,0,9,0,11.797769643175302
TX,500,1018.36,37,MALE,College,Clerk,movies,Parked Car,Rear,Total Loss,Fire,FL,2,2,2,2,No,13785.09,23901.46,0,12,1,13.536558780784791
PA,700,1070.99,36,MALE,College,Technician,movies,Parked Car,Unknown,Minor Damage,Ambulance,IL,8,3,3,3,Yes,13947.47,14054.41,0,3,1,13.022969402141943
GA,500,671.0,68,FEMALE,High School,Manager,camping,Parked Car,Unknown,Major Damage,Fire,IL,7,3,3,0,Yes,22343.46,19399.12,0,9,6,33.29874813710879
IL,500,1032.1,20,FEMALE,Masters,Manager,hiking,Multi-vehicle Collision,Side,Major Damage,Fire,NY,18,1,2,3,Yes,4562.65,4848.87,0,6,5,4.4207441139424475
FL,500,687.06,29,MALE,Masters,Engineer,hiking,Multi-vehicle Collision,Side,Major Damage,Ambulance,MI,10,4,4,3,Yes,1508.31,1564.47,0,4,4,2.195310453235525
TX,400,672.53,19,OTHER,High School,Clerk,paintball,Multi-vehicle Collision,Side,Total Loss,None,NC,1,1,2,1,Yes,7287.09,7209.28,1,7,4,10.83533820052637
FL,600,626.88,20,MALE,College,Manager,movies,Vehicle Theft,Side,Minor Damage,Fire,OH,14,1,2,2,No,9817.96,14367.92,0,6,0,15.661625829504848
OH,300,1243.02,55,FEMALE,Masters,Sales,paintball,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,IL,10,1,1,3,No,5268.98,4910.64,0,3,0,4.238853759392447
MI,800,1363.8,35,MALE,College,Lawyer,movies,Vehicle Theft,Front,Total Loss,Police,GA,11,1,0,0,Yes,17398.11,18767.89,1,10,5,12.757083150021998
MI,500,751.22,27,OTHER,PhD,Clerk,chess,Multi-vehicle Collision,Side,Minor Damage,Fire,TX,23,3,0,2,No,22243.21,20825.82,0,10,4,29.60944863022816
TX,500,1277.73,39,OTHER,Masters,Lawyer,camping,Single Vehicle Collision,Rear,Major Damage,Fire,OH,14,1,3,4,No,15645.98,15500.79,0,4,4,12.245137861676566
IL,500,911.86,52,MALE,Masters,Engineer,hiking,Parked Car,Unknown,Minor Damage,Fire,FL,14,4,0,0,No,27384.57,24784.2,0,4,2,30.031550895970874
TX,400,1273.27,34,MALE,College,Technician,movies,Single Vehicle Collision,Side,Total Loss,Police,IL,20,4,0,4,Yes,6972.01,10115.34,0,1,1,5.47567287378168
FL,600,1161.76,45,FEMALE,High School,Doctor,hiking,Multi-vehicle Collision,Rear,Major Damage,Ambulance,MI,22,4,4,2,Yes,15658.59,13914.98,0,6,4,13.478334595785705
TX,700,781.44,20,OTHER,High School,Doctor,paintball,Vehicle Theft,Side,Total Loss,Police,IL,23,1,2,5,No,23322.69,22013.0,0,12,5,29.8457847051597
NY,700,750.25,45,MALE,High School,Engineer,reading,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,NC,7,2,4,2,No,8306.96,12349.58,0,12,6,11.0722559146951
GA,400,876.38,30,MALE,College,Lawyer,paintball,Multi-vehicle Collision,Unknown,Total Loss,Police,NY,11,4,2,4,No,20644.92,21579.52,0,11,2,23.557041466030714
NC,1000,775.84,74,OTHER,High School,Clerk,chess,Parked Car,Side,Minor Damage,Police,OH,10,3,3,4,No,10899.5,10644.05,0,11,2,14.048644050319654
FL,500,1059.0,41,FEMALE,Masters,Engineer,hiking,Vehicle Theft,Side,Minor Damage,Police,CA,4,4,1,3,Yes,11910.46,22808.13,0,11,2,11.24689329556185
NC,600,913.05,26,MALE,Masters,Clerk,camping,Parked Car,Rear,Minor Damage,Police,OH,20,1,1,0,No,6310.71,5292.3,0,2,1,6.911680630852637
NY,700,1115.91,62,MALE,High School,Lawyer,yachting,Parked Car,Rear,Major Damage,None,NC,17,4,3,4,No,7149.66,12481.43,0,1,0,6.407022071672446
CA,500,1475.13,28,OTHER,High School,Teacher,paintball,Vehicle Theft,Unknown,Minor Damage,Police,FL,22,2,1,3,No,17444.79,24840.08,1,4,4,11.825933985479246
NY,200,786.55,57,FEMALE,College,Clerk,chess,Single Vehicle Collision,Rear,Major Damage,Fire,IL,20,1,4,5,Yes,15956.5,14463.91,0,10,3,20.28669506070816
NC,700,901.43,58,MALE,PhD,Doctor,paintball,Single Vehicle Collision,Unknown,Minor Damage,Fire,IL,12,4,1,3,No,10828.71,11290.38,0,1,2,12.012812974939818
NY,300,1184.82,72,MALE,High School,Clerk,movies,Parked Car,Front,Total Loss,Ambulance,CA,9,4,4,4,Yes,10811.29,10699.05,0,5,4,9.124837528063336
PA,300,1019.39,39,FEMALE,High School,Lawyer,yachting,Parked Car,Rear,Total Loss,Fire,FL,19,4,0,5,No,377.41,638.05,0,6,0,0.37023121670803133
FL,400,1411.8,73,MALE,Masters,Clerk,chess,Single Vehicle Collision,Side,Major Damage,None,OH,11,2,3,0,Yes,14796.93,17930.13,0,3,6,10.480896727581811
NC,500,611.67,47,OTHER,College,Manager,camping,Multi-vehicle Collision,Side,Total Loss,Fire,CA,4,3,0,0,Yes,6564.15,11463.36,1,2,1,10.731521899063221
IL,200,737.89,38,FEMALE,College,Manager,chess,Vehicle Theft,Rear,Minor Damage,Police,IL,7,4,0,1,Yes,7866.35,8168.18,1,12,2,10.660599818401117
NY,200,902.03,58,FEMALE,Masters,Doctor,movies,Single Vehicle Collision,Unknown,Total Loss,Ambulance,NC,12,1,0,3,No,7257.12,12913.65,0,8,1,8.045320000443445
NC,500,1095.65,71,MALE,PhD,Engineer,yachting,Vehicle Theft,Rear,Minor Damage,Ambulance,IL,22,4,0,4,No,6215.18,8194.43,0,5,0,5.672596175786063
TX,500,1304.39,46,MALE,Masters,Doctor,reading,Single Vehicle Collision,Side,Total Loss,None,CA,16,1,4,1,Yes,18410.84,15862.46,0,5,4,14.11452096382217
CA,800,1284.29,52,MALE,College,Engineer,yachting,Single Vehicle Collision,Rear,Total Loss,Police,NY,7,1,4,4,No,11929.51,14400.71,1,3,2,9.288797701453722
GA,600,1342.89,32,OTHER,Masters,Engineer,paintball,Vehicle Theft,Front,Total Loss,None,CA,14,1,1,3,Yes,11343.44,15826.56,0,9,6,8.447035870398915
GA,400,983.9,71,OTHER,High School,Manager,camping,Multi-vehicle Collision,Rear,Minor Damage,Fire,NY,8,2,1,1,No,12618.8,14408.23,0,12,5,12.825287122675068
NY,400,953.93,51,OTHER,Masters,Sales,movies,Parked Car,Unknown,Major Damage,Fire,CA,1,2,0,1,Yes,10621.62,9269.18,0,7,3,11.134590588407956
CA,400,1392.42,70,MALE,High School,Doctor,yachting,Parked Car,Rear,Total Loss,None,TX,0,3,0,5,Yes,12753.7,21925.77,0,5,2,9.159377199408224
CA,700,1403.69,71,OTHER,College,Manager,chess,Parked Car,Rear,Minor Damage,Police,CA,16,2,4,0,Yes,27083.52,22724.48,0,12,0,19.2945165955446
MI,1000,1246.25,35,MALE,Masters,Technician,hiking,Parked Car,Rear,Major Damage,None,FL,18,3,1,2,Yes,10913.61,9101.55,0,5,2,8.757159478435307
IL,1000,1133.67,71,FEMALE,College,Lawyer,paintball,Parked Car,Front,Major Damage,Fire,OH,23,4,1,1,No,1670.21,1583.98,0,11,5,1.4732770559333845
MI,800,1424.91,61,FEMALE,Masters,Technician,hiking,Parked Car,Front,Major Damage,Ambulance,GA,9,1,1,2,No,12831.54,11691.89,0,9,4,9.00515822051919
GA,300,1209.99,26,FEMALE,College,Technician,movies,Parked Car,Rear,Minor Damage,Ambulance,PA,3,4,1,3,No,15790.64,18862.33,0,10,2,13.050223555566575
TX,200,1017.1,40,OTHER,Masters,Doctor,reading,Vehicle Theft,Front,Major Damage,Fire,FL,8,4,1,2,No,1894.33,2546.13,0,9,3,1.8624815652344902
OH,400,1009.31,35,FEMALE,High School,Teacher,yachting,Parked Car,Unknown,Total Loss,Fire,IL,22,2,1,1,No,12126.07,10995.1,0,8,2,12.014217633829052
TX,600,1155.89,43,FEMALE,College,Lawyer,reading,Vehicle Theft,Rear,Total Loss,Police,TX,17,4,3,1,Yes,9965.09,12370.92,0,10,1,8.621140419936152
NY,600,993.74,25,OTHER,College,Manager,reading,Parked Car,Side,Minor Damage,Police,FL,7,2,3,2,Yes,14438.04,23930.67,0,9,2,14.528991486706785
IL,500,882.28,32,FEMALE,PhD,Teacher,yachting,Single Vehicle Collision,Side,Minor Damage,Fire,FL,20,3,2,5,No,10939.64,11551.84,0,11,3,12.39928367411706
MI,800,1381.72,74,OTHER,High School,Sales,reading,Parked Car,Rear,Total Loss,Ambulance,PA,7,1,2,5,No,18862.96,17275.04,0,1,3,13.651796311843208
GA,200,1342.33,18,FEMALE,PhD,Lawyer,yachting,Multi-vehicle Collision,Unknown,Minor Damage,Fire,CA,22,2,4,2,Yes,15517.74,24845.35,0,7,0,11.560301863178205
GA,200,1247.7,54,OTHER,Masters,Clerk,paintball,Vehicle Theft,Front,Total Loss,Fire,OH,19,4,2,4,Yes,27772.55,24836.4,0,1,2,22.25899655365873
PA,1000,718.33,31,FEMALE,PhD,Engineer,yachting,Single Vehicle Collision,Front,Total Loss,None,FL,9,2,0,4,No,3409.62,5911.7,0,5,4,4.746592791613882
TX,700,1350.67,18,MALE,PhD,Manager,camping,Single Vehicle Collision,Front,Minor Damage,None,GA,19,2,3,1,Yes,15521.69,19319.23,0,10,4,11.491844788142181
CA,700,1320.85,44,FEMALE,High School,Doctor,yachting,Vehicle Theft,Unknown,Total Loss,Ambulance,FL,10,2,1,2,Yes,11691.33,14639.93,0,8,4,8.851368436991331
GA,400,904.54,54,MALE,PhD,Doctor,chess,Vehicle Theft,Side,Major Damage,None,NC,3,3,1,1,Yes,1283.45,2466.8,0,9,1,1.4188980034050458
PA,1000,660.42,45,MALE,High School,Clerk,reading,Single Vehicle Collision,Unknown,Total Loss,Fire,NC,2,2,3,4,No,13471.59,15912.32,0,1,4,20.398519124193697
OH,600,1152.95,23,MALE,College,Clerk,reading,Single Vehicle Collision,Rear,Minor Damage,Ambulance,FL,4,2,4,2,Yes,5221.73,6730.67,0,11,2,4.529016869768853
CA,300,836.62,42,FEMALE,College,Teacher,movies,Vehicle Theft,Front,Total Loss,Fire,NC,22,2,1,5,Yes,15782.45,13671.26,0,6,3,18.86453826109823
CA,600,1459.93,48,OTHER,Masters,Doctor,reading,Vehicle Theft,Side,Minor Damage,Ambulance,TX,14,2,1,0,Yes,7556.45,12408.95,0,5,5,5.175898844465145
IL,1000,938.29,61,MALE,High School,Doctor,movies,Multi-vehicle Collision,Side,Major Damage,Police,CA,14,1,3,2,Yes,12209.7,24021.99,0,8,3,13.0127146191476
TX,500,1385.11,54,OTHER,College,Sales,reading,Parked Car,Unknown,Major Damage,Fire,PA,21,3,2,3,No,14641.83,15343.41,0,7,0,10.570878847167373
NC,400,1069.9,50,OTHER,High School,Technician,yachting,Parked Car,Side,Total Loss,Ambulance,FL,18,2,2,1,No,16748.96,23619.21,0,6,2,15.654696700626225
PA,500,1401.85,38,MALE,College,Teacher,camping,Parked Car,Front,Major Damage,Police,MI,3,2,3,4,Yes,10300.01,9259.93,0,7,6,7.347440881692051
MI,300,1343.54,40,OTHER,High School,Sales,paintball,Parked Car,Rear,Major Damage,Police,CA,2,3,3,5,Yes,16279.52,15542.71,0,7,1,12.116885243461304
NC,500,1435.36,64,OTHER,College,Sales,chess,Parked Car,Front,Major Damage,Fire,IL,9,3,2,3,No,12115.27,15343.27,0,8,4,8.440579366848736
IL,200,988.91,27,MALE,PhD,Lawyer,chess,Parked Car,Rear,Total Loss,Ambulance,NC,9,3,1,5,No,6153.56,6352.72,0,8,3,6.222568282250155
MI,700,1321.11,47,OTHER,College,Manager,movies,Vehicle Theft,Unknown,Major Damage,Ambulance,CA,1,2,0,1,Yes,12433.53,20595.37,0,7,1,9.411426754774395
OH,200,995.89,74,MALE,PhD,Teacher,camping,Multi-vehicle Collision,Side,Total Loss,Police,CA,17,1,1,0,Yes,14865.32,17905.93,0,11,2,14.926668607978792
FL,300,1204.85,48,FEMALE,Masters,Clerk,chess,Single Vehicle Collision,Side,Total Loss,Fire,GA,10,3,2,3,No,15536.87,15918.87,0,9,2,12.895273270531604
TX,200,1150.49,19,MALE,High School,Technician,paintball,Parked Car,Rear,Major Damage,None,NY,16,1,4,5,No,10013.26,12635.52,0,7,0,8.703474171874593
NC,700,1216.42,59,FEMALE,PhD,Doctor,reading,Single Vehicle Collision,Front,Total Loss,Ambulance,PA,16,1,3,5,No,6881.73,8083.04,0,3,5,5.657363410664079
TX,800,1444.11,71,MALE,Masters,Manager,camping,Single Vehicle Collision,Unknown,Minor Damage,Fire,IL,21,4,1,3,Yes,9559.02,15299.74,0,8,2,6.61931570309741
PA,500,1373.86,46,MALE,PhD,Engineer,paintball,Single Vehicle Collision,Rear,Minor Damage,Fire,MI,15,3,1,0,No,8485.69,9428.83,0,5,4,6.176531815468826
OH,300,727.38,37,OTHER,PhD,Teacher,movies,Parked Car,Unknown,Total Loss,Ambulance,OH,9,3,3,4,Yes,8177.77,12495.72,0,3,6,11.242775440622509
NC,600,1432.25,44,FEMALE,Masters,Clerk,camping,Parked Car,Front,Minor Damage,None,IL,6,4,0,1,No,6917.91,11909.82,0,3,2,4.830099493803456
PA,700,700.6,69,MALE,PhD,Technician,movies,Parked Car,Rear,Major Damage,None,MI,14,1,2,1,Yes,3116.05,3451.47,1,3,0,4.447687696260348
IL,500,778.67,35,FEMALE,PhD,Teacher,reading,Vehicle Theft,Unknown,Major Damage,None,MI,10,2,0,4,Yes,14020.53,13110.99,1,1,2,18.00574055761748
FL,300,750.13,66,FEMALE,College,Sales,yachting,Parked Car,Rear,Minor Damage,None,PA,3,3,0,5,Yes,12838.54,16096.69,0,8,1,17.115086718302162
IL,800,1158.49,18,OTHER,Masters,Teacher,paintball,Single Vehicle Collision,Rear,Major Damage,Fire,PA,5,2,1,4,Yes,11508.93,17131.03,0,8,6,9.934423257861527
PA,200,780.53,49,MALE,PhD,Manager,hiking,Parked Car,Rear,Minor Damage,Fire,NC,21,2,1,1,No,28519.74,24213.16,0,3,1,36.538941488475785
PA,400,743.94,31,OTHER,College,Clerk,paintball,Vehicle Theft,Side,Minor Damage,Police,MI,6,2,2,0,No,9294.83,8494.13,0,9,4,12.494058660644674
TX,200,882.65,53,MALE,Masters,Lawyer,movies,Vehicle Theft,Unknown,Minor Damage,None,GA,20,1,0,4,Yes,13414.67,20293.27,0,9,4,15.198175947431032
OH,1000,1443.5,49,OTHER,High School,Engineer,yachting,Multi-vehicle Collision,Side,Minor Damage,Fire,NC,19,2,3,3,No,16702.13,17540.68,0,4,3,11.570578455143748
TX,400,817.54,43,OTHER,High School,Lawyer,hiking,Multi-vehicle Collision,Unknown,Major Damage,Fire,MI,13,3,4,5,No,15612.19,13951.67,0,12,0,19.09654573476527
OH,800,1459.31,22,FEMALE,College,Lawyer,chess,Single Vehicle Collision,Unknown,Minor Damage,Police,CA,19,1,2,0,No,5739.13,7710.8,0,3,1,3.9327695965901697
PA,200,1422.84,45,FEMALE,High School,Lawyer,paintball,Single Vehicle Collision,Rear,Minor Damage,Police,FL,1,1,4,5,Yes,18467.02,20521.33,0,2,2,12.978985690590651
PA,200,1272.28,47,MALE,Masters,Technician,yachting,Parked Car,Side,Total Loss,Police,GA,21,1,4,1,Yes,2354.17,4435.43,0,10,0,1.8503552677083661
IL,400,615.5,47,OTHER,PhD,Technician,paintball,Vehicle Theft,Front,Major Damage,None,NY,16,1,4,5,Yes,23318.82,24222.56,0,5,1,37.885978878960195
GA,800,1470.78,66,FEMALE,PhD,Sales,paintball,Single Vehicle Collision,Unknown,Major Damage,None,GA,6,2,2,3,Yes,23617.76,21720.17,1,12,4,16.057982839037788
TX,200,747.14,40,OTHER,Masters,Engineer,movies,Parked Car,Side,Total Loss,Ambulance,IL,8,3,2,0,Yes,18393.5,21201.08,0,11,0,24.618545386406833
MI,600,1285.23,44,OTHER,Masters,Clerk,reading,Vehicle Theft,Unknown,Total Loss,Ambulance,PA,10,1,4,4,No,11950.67,22383.44,0,7,1,9.298467978494122
OH,600,1043.26,28,OTHER,Masters,Engineer,yachting,Single Vehicle Collision,Unknown,Minor Damage,None,NY,5,4,1,5,No,13547.79,16221.78,0,5,0,12.98601499146905
NC,400,1005.9,43,MALE,College,Sales,camping,Multi-vehicle Collision,Unknown,Minor Damage,Fire,MI,11,4,3,2,Yes,16886.1,18860.63,0,9,4,16.78705636743215
GA,500,1444.96,45,OTHER,PhD,Manager,reading,Single Vehicle Collision,Unknown,Minor Damage,Police,FL,19,4,0,5,Yes,19720.4,18273.61,0,1,5,13.647713431513676
IL,700,1066.07,68,MALE,High School,Technician,reading,Vehicle Theft,Unknown,Minor Damage,Ambulance,IL,23,1,2,4,Yes,11741.37,13321.57,0,8,5,11.013695160730535
GA,400,1460.99,34,MALE,College,Technician,chess,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,NC,2,3,1,0,No,9123.13,9928.85,0,4,1,6.2444849040718955
IL,300,923.16,48,OTHER,PhD,Clerk,hiking,Multi-vehicle Collision,Side,Minor Damage,Fire,MI,5,3,4,0,No,22275.08,23928.12,0,2,1,24.129165041812907
NC,500,1325.19,19,FEMALE,Masters,Lawyer,camping,Multi-vehicle Collision,Front,Total Loss,Fire,OH,20,4,3,1,No,12995.44,16588.27,0,12,3,9.806473034055493
MI,1000,1106.71,62,FEMALE,College,Teacher,chess,Parked Car,Rear,Total Loss,Fire,NY,4,1,0,0,No,2136.12,3862.33,0,8,1,1.9301533373693198
MI,700,1018.48,49,OTHER,PhD,Engineer,yachting,Single Vehicle Collision,Front,Total Loss,Police,CA,16,2,0,3,Yes,18498.52,21215.51,0,1,6,18.162870159453302
NC,800,1375.59,25,FEMALE,Masters,Clerk,yachting,Vehicle Theft,Rear,Major Damage,Police,TX,14,4,3,2,Yes,3883.57,6201.81,0,5,5,2.8232031346549484
MI,400,1225.8,47,OTHER,Masters,Doctor,paintball,Multi-vehicle Collision,Front,Major Damage,Ambulance,CA,3,4,1,4,Yes,8559.62,9765.83,0,5,5,6.9828846467613
CA,800,989.18,57,MALE,Masters,Lawyer,camping,Multi-vehicle Collision,Rear,Total Loss,Ambulance,TX,15,1,2,5,Yes,19201.38,20592.26,0,3,0,19.41141147212843
MI,500,1079.02,65,FEMALE,PhD,Clerk,movies,Vehicle Theft,Rear,Major Damage,Ambulance,FL,19,3,4,5,No,2726.95,4631.42,0,12,2,2.527246946303127
FL,600,1085.69,39,OTHER,College,Clerk,yachting,Vehicle Theft,Unknown,Major Damage,Police,NC,6,1,2,1,Yes,8363.57,7873.41,0,11,1,7.703460472142139
GA,500,1024.83,67,MALE,Masters,Sales,movies,Multi-vehicle Collision,Rear,Total Loss,Fire,NC,12,2,2,1,Yes,1978.86,1834.58,1,8,0,1.9309153713298792
OH,600,1271.62,63,MALE,Masters,Manager,yachting,Vehicle Theft,Unknown,Minor Damage,None,PA,13,3,0,1,Yes,6381.96,8398.0,0,12,3,5.018763467073497
FL,1000,1025.17,65,FEMALE,Masters,Technician,yachting,Single Vehicle Collision,Unknown,Minor Damage,None,TX,15,2,0,2,Yes,14860.96,18099.22,0,5,6,14.496093330862196
GA,300,884.69,61,OTHER,College,Teacher,camping,Multi-vehicle Collision,Rear,Total Loss,Police,IL,14,1,3,5,Yes,8598.41,7222.87,0,6,6,9.719121952322281
MI,200,1234.87,73,FEMALE,High School,Lawyer,hiking,Single Vehicle Collision,Side,Major Damage,None,GA,2,4,1,1,Yes,16280.23,16363.97,0,2,0,13.183760233870773
NC,1000,811.94,34,FEMALE,Masters,Teacher,hiking,Parked Car,Rear,Total Loss,Police,MI,7,4,4,5,No,18535.81,22139.3,0,4,3,22.82903909155849
CA,1000,1014.76,61,OTHER,High School,Engineer,paintball,Vehicle Theft,Unknown,Minor Damage,Fire,NC,17,3,3,5,Yes,3678.61,4113.49,0,9,0,3.6251034727423233
NC,400,792.14,64,MALE,PhD,Technician,yachting,Multi-vehicle Collision,Front,Minor Damage,Ambulance,MI,1,4,1,0,No,15239.61,21259.49,0,2,1,19.238531067740553
OH,800,1021.05,53,OTHER,High School,Lawyer,reading,Vehicle Theft,Front,Major Damage,Fire,FL,11,2,2,2,No,3596.25,6749.91,0,7,2,3.5221095930659616
NC,700,625.84,55,OTHER,High School,Teacher,movies,Multi-vehicle Collision,Front,Major Damage,Ambulance,FL,17,1,1,1,No,6398.91,5505.09,0,5,2,10.224514252844177
CA,1000,1477.84,19,MALE,PhD,Clerk,yachting,Multi-vehicle Collision,Unknown,Total Loss,None,NC,9,3,4,0,No,18083.23,17165.55,0,4,2,12.236256969631354
CA,400,770.44,28,FEMALE,College,Manager,paintball,Single Vehicle Collision,Unknown,Major Damage,Ambulance,FL,23,2,1,5,Yes,328.23,523.78,0,3,6,0.4260292819687451
NY,300,763.37,53,FEMALE,College,Engineer,paintball,Single Vehicle Collision,Unknown,Major Damage,Police,CA,22,3,3,4,No,1830.82,2080.83,0,6,5,2.398338944417517
IL,800,1472.57,50,MALE,High School,Technician,movies,Multi-vehicle Collision,Side,Minor Damage,None,OH,16,2,1,1,Yes,2815.87,4589.72,0,5,4,1.912214699470993
NC,500,1433.36,39,OTHER,High School,Technician,reading,Vehicle Theft,Front,Minor Damage,None,CA,2,1,2,2,No,11197.64,11842.67,0,8,0,7.8121616342021545
NC,300,861.46,55,OTHER,Masters,Sales,camping,Single Vehicle Collision,Rear,Major Damage,Ambulance,PA,20,1,2,0,Yes,5000.02,7837.59,0,7,5,5.804123232651546
NY,600,608.59,75,OTHER,Masters,Manager,yachting,Single Vehicle Collision,Unknown,Total Loss,None,OH,4,4,0,5,Yes,23981.89,22231.04,1,8,4,39.405658982237625
MI,500,706.1,70,FEMALE,Masters,Doctor,camping,Parked Car,Front,Total Loss,Police,GA,14,1,4,5,No,17890.02,17193.49,0,2,1,25.336382948590852
PA,1000,701.49,20,OTHER,College,Manager,hiking,Parked Car,Side,Total Loss,Ambulance,NC,9,1,4,2,No,10568.01,12097.73,1,7,0,15.06509002266604
TX,600,1060.24,54,FEMALE,College,Manager,movies,Vehicle Theft,Unknown,Major Damage,Fire,NY,16,4,0,2,Yes,13925.47,18095.31,0,3,3,13.134262053874593
IL,600,862.33,61,MALE,College,Lawyer,hiking,Vehicle Theft,Unknown,Total Loss,Police,NC,23,3,3,2,Yes,6456.74,9699.11,0,2,0,7.487551169505873
PA,800,892.59,24,MALE,High School,Clerk,reading,Parked Car,Front,Major Damage,Ambulance,GA,21,1,1,5,No,954.66,825.98,1,7,6,1.0695392061304743
IL,1000,1436.4,74,MALE,Masters,Engineer,movies,Multi-vehicle Collision,Side,Major Damage,Fire,GA,23,1,3,2,No,8845.42,13658.24,0,4,5,6.158047897521581
OH,700,774.59,57,MALE,High School,Technician,hiking,Vehicle Theft,Front,Total Loss,Police,MI,5,4,2,5,Yes,3700.96,4894.14,0,8,5,4.7779599530073975
GA,800,941.58,72,MALE,PhD,Manager,hiking,Parked Car,Front,Total Loss,Ambulance,NC,3,1,1,4,No,18071.97,23190.98,0,1,1,19.19323902376856
NC,200,846.19,71,FEMALE,Masters,Doctor,camping,Multi-vehicle Collision,Front,Total Loss,Ambulance,NY,11,3,1,5,No,3091.92,4603.91,0,4,1,3.6539311502144907
